position,timeFrame,voxelType,fireType,
"(-19.0, 1.0, 13.0)",643.7591,Empty,BlockFire,
"(-19.0, 1.0, 14.0)",643.7852,Distractor,BlockFire,
"(-19.0, 1.0, 15.0)",643.7591,Empty,BlockFire,
"(-19.0, 1.0, 16.0)",643.7591,Empty,BlockFire,
"(-19.0, 2.0, 13.0)",643.7591,Empty,BlockFire,
"(-19.0, 2.0, 14.0)",643.7591,Empty,BlockFire,
"(-19.0, 2.0, 15.0)",643.7591,Empty,BlockFire,
"(-19.0, 2.0, 16.0)",643.7591,Empty,BlockFire,
"(-19.0, 3.0, 13.0)",643.7591,Empty,BlockFire,
"(-19.0, 3.0, 14.0)",643.7591,Empty,BlockFire,
"(-19.0, 3.0, 15.0)",643.7591,Empty,BlockFire,
"(-19.0, 3.0, 16.0)",643.7591,Empty,BlockFire,
"(-19.0, 4.0, 13.0)",643.7591,Empty,BlockFire,
"(-19.0, 4.0, 14.0)",643.7591,Empty,BlockFire,
"(-19.0, 4.0, 15.0)",643.7591,Empty,BlockFire,
"(-19.0, 4.0, 16.0)",643.7591,Empty,BlockFire,
"(-18.0, 1.0, 13.0)",643.7591,Empty,BlockFire,
"(-18.0, 1.0, 14.0)",643.7591,Empty,BlockFire,
"(-18.0, 1.0, 15.0)",643.7591,Empty,BlockFire,
"(-18.0, 1.0, 16.0)",643.7591,Empty,BlockFire,
"(-18.0, 2.0, 13.0)",643.7591,Empty,BlockFire,
"(-18.0, 2.0, 14.0)",643.7591,Empty,BlockFire,
"(-18.0, 2.0, 15.0)",643.7591,Empty,BlockFire,
"(-18.0, 2.0, 16.0)",643.7591,Empty,BlockFire,
"(-18.0, 3.0, 13.0)",643.7591,Empty,BlockFire,
"(-18.0, 3.0, 14.0)",643.7852,Distractor,BlockFire,
"(-18.0, 3.0, 15.0)",643.7591,Empty,BlockFire,
"(-18.0, 3.0, 16.0)",643.7591,Empty,BlockFire,
"(-18.0, 4.0, 13.0)",643.7591,Empty,BlockFire,
"(-18.0, 4.0, 14.0)",643.7591,Empty,BlockFire,
"(-18.0, 4.0, 15.0)",643.7591,Empty,BlockFire,
"(-18.0, 4.0, 16.0)",643.7591,Empty,BlockFire,
"(-17.0, 1.0, 13.0)",643.7591,Empty,BlockFire,
"(-17.0, 1.0, 14.0)",643.7591,Empty,BlockFire,
"(-17.0, 1.0, 15.0)",643.7591,Empty,BlockFire,
"(-17.0, 1.0, 16.0)",643.7591,Empty,BlockFire,
"(-17.0, 2.0, 13.0)",643.7591,Empty,BlockFire,
"(-17.0, 2.0, 14.0)",643.7591,Empty,BlockFire,
"(-17.0, 2.0, 15.0)",643.7591,Empty,BlockFire,
"(-17.0, 2.0, 16.0)",643.7591,Empty,BlockFire,
"(-17.0, 3.0, 13.0)",643.7852,Distractor,BlockFire,
"(-17.0, 3.0, 14.0)",643.7591,Empty,BlockFire,
"(-17.0, 3.0, 15.0)",643.7591,Empty,BlockFire,
"(-17.0, 3.0, 16.0)",643.7591,Empty,BlockFire,
"(-17.0, 4.0, 13.0)",643.7591,Empty,BlockFire,
"(-17.0, 4.0, 14.0)",643.7852,Distractor,BlockFire,
"(-17.0, 4.0, 15.0)",643.7591,Empty,BlockFire,
"(-17.0, 4.0, 16.0)",643.7591,Empty,BlockFire,
"(-16.0, 1.0, 13.0)",643.7591,Empty,BlockFire,
"(-16.0, 1.0, 14.0)",643.7591,Empty,BlockFire,
"(-16.0, 1.0, 15.0)",643.7591,Empty,BlockFire,
"(-16.0, 1.0, 16.0)",643.7591,Empty,BlockFire,
"(-16.0, 2.0, 13.0)",643.7591,Empty,BlockFire,
"(-16.0, 2.0, 14.0)",643.7591,Empty,BlockFire,
"(-16.0, 2.0, 15.0)",643.7591,Empty,BlockFire,
"(-16.0, 2.0, 16.0)",643.7591,Empty,BlockFire,
"(-16.0, 3.0, 13.0)",643.7591,Empty,BlockFire,
"(-16.0, 3.0, 14.0)",643.7591,Empty,BlockFire,
"(-16.0, 3.0, 15.0)",643.7591,Empty,BlockFire,
"(-16.0, 3.0, 16.0)",643.7852,Distractor,BlockFire,
"(-16.0, 4.0, 13.0)",643.7591,Empty,BlockFire,
"(-16.0, 4.0, 14.0)",643.7852,Distractor,BlockFire,
"(-16.0, 4.0, 15.0)",643.7591,Empty,BlockFire,
"(-16.0, 4.0, 16.0)",643.7591,Empty,BlockFire,
"(6.0, 1.0, 1.0)",643.7715,Distractor,None,
"(-7.0, 2.0, 1.0)",643.7715,Distractor,None,
"(10.0, 1.0, 5.0)",643.7715,Distractor,None,
"(3.0, 3.0, 11.0)",643.7715,Distractor,None,
"(10.0, 2.0, 14.0)",643.7715,Distractor,None,
"(4.0, 1.0, 17.0)",643.7715,Distractor,None,
"(18.0, 3.0, 12.0)",643.7715,Distractor,None,
"(-12.0, 1.0, 0.0)",643.7715,Distractor,None,
"(11.0, 4.0, 14.0)",643.7715,Distractor,None,
"(-18.0, 1.0, 19.0)",643.7715,Distractor,None,
"(-14.0, 2.0, 7.0)",643.7715,Distractor,None,
"(2.0, 1.0, 7.0)",643.7715,Distractor,None,
"(13.0, 3.0, 14.0)",643.7715,Distractor,None,
"(1.0, 4.0, 12.0)",643.7715,Distractor,None,
"(-13.0, 2.0, 9.0)",643.7715,Distractor,None,
"(7.0, 1.0, 0.0)",643.7715,Distractor,None,
"(-3.0, 2.0, 17.0)",643.7715,Distractor,None,
"(1.0, 3.0, 17.0)",643.7715,Distractor,None,
"(19.0, 2.0, 5.0)",643.7715,Distractor,None,
"(2.0, 3.0, 2.0)",643.7715,Distractor,None,
"(-8.0, 1.0, 2.0)",643.7715,Distractor,None,
"(-14.0, 1.0, 17.0)",643.7715,Distractor,None,
"(3.0, 2.0, 4.0)",643.7715,Distractor,None,
"(17.0, 2.0, 19.0)",643.7715,Distractor,None,
"(2.0, 3.0, 10.0)",643.7715,Distractor,None,
"(-13.0, 3.0, 6.0)",643.7715,Distractor,None,
"(-14.0, 3.0, 1.0)",643.7715,Distractor,None,
"(4.0, 1.0, 8.0)",643.7715,Distractor,None,
"(-11.0, 2.0, 13.0)",643.7715,Distractor,None,
"(1.0, 2.0, 12.0)",643.7715,Distractor,None,
"(19.0, 2.0, 15.0)",643.7934,Target,None,
